account_id,date,api_calls,error_count,rate_limit_hits_429,webhook_success_rate,p95_latency_ms
acc_0051,2024-08-25,46466,163,0,0.9879,324
acc_0051,2024-08-26,182235,2087,0,0.9711,323
acc_0051,2024-08-27,154073,1393,0,0.96,521
acc_0051,2024-08-28,149548,1119,0,0.987,488
acc_0051,2024-08-29,167334,1872,0,0.9874,530
acc_0051,2024-08-30,187306,2201,0,0.974,445
acc_0051,2024-08-31,29317,182,0,0.9687,491
acc_0051,2024-09-01,30488,310,0,0.9585,441
acc_0051,2024-09-02,188874,2080,0,0.9786,531
acc_0051,2024-09-03,191267,2170,0,0.9869,402
acc_0051,2024-09-04,185240,1984,0,0.9633,270
acc_0051,2024-09-05,200852,2341,0,0.9796,419
acc_0051,2024-09-06,235818,1519,0,0.9523,399
acc_0051,2024-09-07,39308,384,0,0.9753,479
acc_0051,2024-09-08,37172,250,0,0.9807,303
acc_0051,2024-09-09,187405,2558,0,0.987,488
acc_0051,2024-09-10,199282,1971,0,0.9526,541
acc_0051,2024-09-11,171157,1243,0,0.974,457
acc_0051,2024-09-12,175998,2042,0,0.9804,535
acc_0051,2024-09-13,198813,2405,0,0.9529,467
acc_0051,2024-09-14,46858,172,0,0.9758,386
acc_0051,2024-09-15,41701,301,0,0.9731,522
acc_0051,2024-09-16,189706,1934,0,0.9691,463
acc_0051,2024-09-17,175888,1632,0,0.9817,447
acc_0051,2024-09-18,194256,1947,0,0.9624,538
acc_0051,2024-09-19,183631,1614,0,0.9615,362
acc_0051,2024-09-20,168882,2112,0,0.9876,518
acc_0051,2024-09-21,45429,163,0,0.9794,517
acc_0051,2024-09-22,39836,195,0,0.9506,454
acc_0051,2024-09-23,196658,1540,0,0.9733,541
acc_0051,2024-09-24,187019,2238,0,0.9643,437
acc_0051,2024-09-25,146566,1026,0,0.9722,456
acc_0051,2024-09-26,166703,2056,0,0.9697,356
acc_0051,2024-09-27,196900,2724,0,0.9874,251
acc_0051,2024-09-28,36484,433,0,0.965,490
acc_0051,2024-09-29,42160,509,0,0.9868,515
acc_0051,2024-09-30,171929,1530,0,0.9894,486
acc_0051,2024-10-01,165908,1329,1,0.9527,407
acc_0051,2024-10-02,210701,1594,0,0.9788,500
acc_0051,2024-10-03,188379,2112,0,0.9637,535
acc_0051,2024-10-04,180307,1710,0,0.9835,435
acc_0051,2024-10-05,54716,270,0,0.9756,448
acc_0051,2024-10-06,32881,436,0,0.9576,523
acc_0051,2024-10-07,232383,2460,0,0.9825,235
acc_0051,2024-10-08,194494,1058,0,0.9946,426
acc_0051,2024-10-09,234040,2357,0,0.9863,467
acc_0051,2024-10-10,185084,780,0,0.963,416
acc_0051,2024-10-11,243311,1831,0,0.9827,477
acc_0051,2024-10-12,33241,208,0,0.9737,442
acc_0051,2024-10-13,46096,242,0,0.9743,298
acc_0051,2024-10-14,212708,1265,0,0.9959,449
acc_0051,2024-10-15,139793,1728,0,0.9588,460
acc_0051,2024-10-16,241964,2303,0,0.9629,438
acc_0051,2024-10-17,186592,1674,0,0.9738,463
acc_0051,2024-10-18,206937,1824,0,0.9719,305
acc_0051,2024-10-19,45629,556,0,0.9833,401
acc_0051,2024-10-20,35828,208,0,0.9776,501
acc_0051,2024-10-21,197836,1778,1,0.9702,408
acc_0051,2024-10-22,224761,1941,0,0.9675,511
acc_0051,2024-10-23,181347,1495,0,0.9827,589
acc_0051,2024-10-24,199043,722,0,0.975,482
acc_0051,2024-10-25,261620,1367,0,0.983,454
acc_0051,2024-10-26,27468,103,0,0.9667,469
acc_0051,2024-10-27,51122,381,0,0.9854,376
acc_0051,2024-10-28,205741,2617,0,0.9553,524
acc_0051,2024-10-29,191505,2621,0,0.986,427
acc_0051,2024-10-30,154957,1645,0,0.9672,417
acc_0051,2024-10-31,244355,1741,0,0.9957,420
acc_0051,2024-11-01,178143,2261,0,0.9829,472
acc_0051,2024-11-02,35626,316,0,0.9589,353
acc_0051,2024-11-03,44125,379,0,0.9653,476
acc_0051,2024-11-04,178904,2419,0,0.9673,420
acc_0051,2024-11-05,219751,1841,0,0.9514,333
acc_0051,2024-11-06,200535,2708,0,0.9639,481
acc_0051,2024-11-07,200108,1803,1,0.9617,386
acc_0051,2024-11-08,228582,2400,0,0.9833,423
acc_0051,2024-11-09,36330,337,0,0.9672,328
acc_0051,2024-11-10,43279,300,0,0.9704,441
acc_0051,2024-11-11,185712,2254,0,0.9871,527
acc_0051,2024-11-12,219592,2726,0,0.9514,390
acc_0051,2024-11-13,253464,2559,0,0.9832,519
acc_0051,2024-11-14,177120,2286,0,0.9899,529
acc_0051,2024-11-15,150290,771,0,0.9986,365
acc_0052,2024-08-18,169,3,0,0.9538,507
acc_0052,2024-08-19,127,5,0,0.9661,412
acc_0052,2024-08-20,145,5,0,0.972,543
acc_0052,2024-08-21,116,1,0,0.9743,580
acc_0052,2024-08-22,159,6,0,0.972,557
acc_0052,2024-08-23,155,3,0,0.9687,511
acc_0052,2024-08-24,150,6,0,0.9859,485
acc_0052,2024-08-25,131,2,0,0.9585,520
acc_0052,2024-08-26,159,5,0,0.9754,391
acc_0052,2024-08-27,160,4,0,0.9762,425
acc_0052,2024-08-28,157,4,0,0.9743,506
acc_0052,2024-08-29,135,4,0,0.9522,415
acc_0052,2024-08-30,161,5,0,0.9834,419
acc_0052,2024-08-31,184,6,0,0.9914,278
acc_0052,2024-09-01,177,7,0,0.9772,319
acc_0052,2024-09-02,153,3,0,0.9947,411
acc_0052,2024-09-03,155,2,0,0.9675,447
acc_0052,2024-09-04,130,1,0,0.9718,416
acc_0052,2024-09-05,151,2,0,0.9949,403
acc_0052,2024-09-06,148,2,1,0.9511,466
acc_0052,2024-09-07,149,5,2,0.9944,514
acc_0052,2024-09-08,138,3,0,0.9758,384
acc_0052,2024-09-09,142,5,0,0.9693,548
acc_0052,2024-09-10,116,4,0,0.993,460
acc_0052,2024-09-11,107,1,0,0.9963,529
acc_0052,2024-09-12,114,4,0,0.9951,487
acc_0052,2024-09-13,154,6,0,0.9854,564
acc_0052,2024-09-14,137,4,0,0.9817,431
acc_0052,2024-09-15,175,6,0,0.9814,394
acc_0052,2024-09-16,132,5,0,0.9815,316
acc_0052,2024-09-17,162,2,0,0.958,388
acc_0052,2024-09-18,172,6,0,0.9532,565
acc_0052,2024-09-19,125,2,0,0.9908,421
acc_0052,2024-09-20,160,4,0,0.9895,445
acc_0052,2024-09-21,199,7,0,0.9922,505
acc_0052,2024-09-22,129,3,0,0.9563,457
acc_0052,2024-09-23,176,7,0,0.9879,431
acc_0052,2024-09-24,156,5,0,0.9882,492
acc_0052,2024-09-25,138,2,0,0.9982,488
acc_0052,2024-09-26,184,3,0,0.9781,331
acc_0052,2024-09-27,160,2,0,0.9686,555
acc_0052,2024-09-28,142,2,0,0.986,363
acc_0052,2024-09-29,134,2,0,0.9918,469
acc_0052,2024-09-30,134,3,0,0.9576,443
acc_0052,2024-10-01,150,2,0,0.9751,385
acc_0052,2024-10-02,131,1,0,0.9664,542
acc_0052,2024-10-03,124,2,0,0.9964,251
acc_0052,2024-10-04,153,7,0,0.9674,620
acc_0052,2024-10-05,115,2,0,0.9658,486
acc_0052,2024-10-06,146,3,0,0.9893,324
acc_0052,2024-10-07,171,5,0,0.9672,641
acc_0052,2024-10-08,138,2,0,0.9859,507
acc_0052,2024-10-09,138,5,0,0.956,441
acc_0052,2024-10-10,141,3,1,0.961,466
acc_0052,2024-10-11,143,5,0,0.9922,517
acc_0052,2024-10-12,147,3,0,0.9632,495
acc_0052,2024-10-13,147,3,0,0.9634,435
acc_0052,2024-10-14,144,5,0,0.9666,466
acc_0052,2024-10-15,149,5,0,0.9951,599
acc_0052,2024-10-16,135,5,0,0.9802,544
acc_0052,2024-10-17,121,4,0,0.964,487
acc_0052,2024-10-18,138,3,0,0.9642,549
acc_0052,2024-10-19,162,3,0,0.9607,280
acc_0052,2024-10-20,114,4,0,0.9573,408
acc_0052,2024-10-21,168,5,0,0.9736,490
acc_0052,2024-10-22,107,2,0,0.98,424
acc_0052,2024-10-23,160,4,0,0.9906,435
acc_0052,2024-10-24,174,4,0,0.956,413
acc_0052,2024-10-25,138,1,0,0.9615,492
acc_0052,2024-10-26,152,2,0,0.9585,399
acc_0052,2024-10-27,141,5,0,0.9515,473
acc_0052,2024-10-28,146,5,0,0.9961,305
acc_0052,2024-10-29,168,3,0,0.9951,303
acc_0052,2024-10-30,95,4,0,0.9654,553
acc_0052,2024-10-31,151,5,0,0.9555,345
acc_0052,2024-11-01,190,8,0,0.968,422
acc_0052,2024-11-02,152,3,0,0.9603,427
acc_0052,2024-11-03,127,3,0,0.9966,528
acc_0052,2024-11-04,172,6,0,0.9757,531
acc_0052,2024-11-05,172,7,0,0.9616,497
acc_0052,2024-11-06,146,5,0,0.9585,491
acc_0052,2024-11-07,138,2,0,0.9536,408
acc_0052,2024-11-08,155,3,0,0.9541,426
acc_0052,2024-11-09,145,4,0,0.9975,526
acc_0052,2024-11-10,144,2,0,0.9577,406
acc_0052,2024-11-11,165,7,0,0.9747,533
acc_0052,2024-11-12,126,4,0,0.9919,390
acc_0052,2024-11-13,162,2,0,0.9651,451
acc_0052,2024-11-14,158,5,0,0.9697,340
acc_0052,2024-11-15,114,2,0,0.9929,450
acc_0053,2024-08-18,19349,327,0,0.9676,499
acc_0053,2024-08-19,20225,649,0,0.9846,525
acc_0053,2024-08-20,16699,160,0,0.9937,370
acc_0053,2024-08-21,21916,346,0,0.9838,518
acc_0053,2024-08-22,19652,630,0,0.9518,370
acc_0053,2024-08-23,20958,410,0,0.9647,395
acc_0053,2024-08-24,21995,649,1,0.9906,494
acc_0053,2024-08-25,22170,230,0,0.9553,363
acc_0053,2024-08-26,23038,554,0,0.9764,326
acc_0053,2024-08-27,19443,556,0,0.9818,403
acc_0053,2024-08-28,20825,735,0,0.9522,336
acc_0053,2024-08-29,18248,591,0,0.9706,446
acc_0053,2024-08-30,20172,339,0,0.9764,399
acc_0053,2024-08-31,20386,408,0,0.9671,473
acc_0053,2024-09-01,22005,420,0,0.9679,438
acc_0053,2024-09-02,28285,967,0,0.9915,556
acc_0053,2024-09-03,20819,638,0,0.9583,433
acc_0053,2024-09-04,17653,518,0,0.955,488
acc_0053,2024-09-05,20526,729,0,0.9621,471
acc_0053,2024-09-06,18162,218,0,0.988,500
acc_0053,2024-09-07,19946,568,0,0.9564,383
acc_0053,2024-09-08,19766,496,0,0.9662,334
acc_0053,2024-09-09,18843,245,0,0.9676,495
acc_0053,2024-09-10,27978,724,0,0.9842,428
acc_0053,2024-09-11,22342,340,0,0.9655,401
acc_0053,2024-09-12,18825,643,0,0.9658,487
acc_0053,2024-09-13,16098,316,0,0.991,557
acc_0053,2024-09-14,25548,768,0,0.9787,434
acc_0053,2024-09-15,18518,644,0,0.9568,526
acc_0053,2024-09-16,23564,406,0,0.991,454
acc_0053,2024-09-17,16862,286,0,0.9724,490
acc_0053,2024-09-18,14810,374,0,0.9555,437
acc_0053,2024-09-19,22476,304,0,0.9981,472
acc_0053,2024-09-20,22144,399,0,0.9713,499
acc_0053,2024-09-21,17841,167,0,0.9689,469
acc_0053,2024-09-22,18719,330,0,0.9739,445
acc_0053,2024-09-23,17996,393,0,0.9536,450
acc_0053,2024-09-24,25003,246,0,0.9713,590
acc_0053,2024-09-25,22114,342,0,0.9754,443
acc_0053,2024-09-26,28565,644,0,0.9837,491
acc_0053,2024-09-27,20291,682,0,0.9887,449
acc_0053,2024-09-28,20357,598,0,0.9969,466
acc_0053,2024-09-29,18641,613,0,0.9839,499
acc_0053,2024-09-30,16396,302,0,0.9602,443
acc_0053,2024-10-01,22011,459,0,0.9805,488
acc_0053,2024-10-02,18395,200,0,0.9656,488
acc_0053,2024-10-03,20650,246,0,0.9926,448
acc_0053,2024-10-04,27901,310,0,0.9587,395
acc_0053,2024-10-05,19172,620,0,0.9731,522
acc_0053,2024-10-06,20435,196,0,0.9624,546
acc_0053,2024-10-07,20479,509,0,0.9597,325
acc_0053,2024-10-08,22105,585,0,0.9822,416
acc_0053,2024-10-09,22795,340,0,0.9761,333
acc_0053,2024-10-10,23424,827,0,0.982,409
acc_0053,2024-10-11,20055,415,0,0.9639,431
acc_0053,2024-10-12,24510,376,0,0.9934,535
acc_0053,2024-10-13,15418,256,0,0.993,553
acc_0053,2024-10-14,24872,370,0,0.9577,426
acc_0053,2024-10-15,22473,758,0,0.9506,571
acc_0053,2024-10-16,21458,439,0,0.9852,460
acc_0053,2024-10-17,20830,348,0,0.9845,578
acc_0053,2024-10-18,21317,774,0,0.9972,316
acc_0053,2024-10-19,20832,755,0,0.9586,463
acc_0053,2024-10-20,23474,775,0,0.9805,380
acc_0053,2024-10-21,22326,458,0,0.9732,524
acc_0053,2024-10-22,26379,742,0,0.9712,435
acc_0053,2024-10-23,22148,635,0,0.9798,553
acc_0053,2024-10-24,16766,480,0,0.9976,488
acc_0053,2024-10-25,23622,323,0,0.9594,509
acc_0053,2024-10-26,20651,405,0,0.9823,319
acc_0053,2024-10-27,22882,796,0,0.9789,590
acc_0053,2024-10-28,17089,223,0,0.9845,539
acc_0053,2024-10-29,17858,487,0,0.9679,449
acc_0053,2024-10-30,22152,387,0,0.9559,338
acc_0053,2024-10-31,18948,619,0,0.9844,495
acc_0053,2024-11-01,16838,589,0,0.9639,406
acc_0053,2024-11-02,21036,357,0,0.9741,420
acc_0053,2024-11-03,22044,521,0,0.9969,639
acc_0053,2024-11-04,19530,322,0,0.9534,413
acc_0053,2024-11-05,22620,498,0,0.9698,410
acc_0053,2024-11-06,17739,196,0,0.9554,596
acc_0053,2024-11-07,14595,194,0,0.9758,466
acc_0053,2024-11-08,18739,215,0,0.9658,390
acc_0053,2024-11-09,16300,562,0,0.9724,534
acc_0053,2024-11-10,14007,345,0,0.953,423
acc_0053,2024-11-11,21373,523,0,0.9661,436
acc_0053,2024-11-12,27074,869,0,0.9696,423
acc_0053,2024-11-13,21689,308,0,0.9591,418
acc_0053,2024-11-14,23853,227,0,0.9572,369
acc_0053,2024-11-15,20646,593,0,0.9516,551
acc_0054,2024-08-18,1545,54,0,0.9571,381
acc_0054,2024-08-19,1606,39,0,0.9501,427
acc_0054,2024-08-20,1920,46,0,0.9577,355
acc_0054,2024-08-21,1695,42,0,0.9753,493
acc_0054,2024-08-22,1831,35,0,0.9539,452
acc_0054,2024-08-23,1803,17,0,0.9679,406
acc_0054,2024-08-24,1228,19,0,0.9765,510
acc_0054,2024-08-25,1287,27,0,0.9665,440
acc_0054,2024-08-26,1490,37,0,0.9809,597
acc_0054,2024-08-27,1726,23,0,0.9709,502
acc_0054,2024-08-28,1860,40,0,0.9706,395
acc_0054,2024-08-29,1623,48,0,0.9736,436
acc_0054,2024-08-30,1800,45,0,0.9638,528
acc_0054,2024-08-31,1764,16,0,0.9742,377
acc_0054,2024-09-01,1608,32,0,0.973,376
acc_0054,2024-09-02,1307,12,0,0.9694,448
acc_0054,2024-09-03,1775,50,0,0.9855,433
acc_0054,2024-09-04,1798,42,0,0.9874,397
acc_0054,2024-09-05,1795,57,0,0.99,475
acc_0054,2024-09-06,1146,14,0,0.9713,560
acc_0054,2024-09-07,1865,48,0,0.9675,424
acc_0054,2024-09-08,1610,22,0,0.973,537
acc_0054,2024-09-09,1607,57,0,0.9941,385
acc_0054,2024-09-10,1803,26,0,0.9609,408
acc_0054,2024-09-11,1336,39,0,0.991,364
acc_0054,2024-09-12,1747,62,0,0.9864,369
acc_0054,2024-09-13,1838,30,0,0.9715,603
acc_0054,2024-09-14,1921,59,0,0.9748,311
acc_0054,2024-09-15,1214,36,0,0.9942,302
acc_0054,2024-09-16,1724,54,0,0.9759,495
acc_0054,2024-09-17,1736,38,0,0.9839,381
acc_0054,2024-09-18,1987,49,0,0.991,540
acc_0054,2024-09-19,1471,17,0,0.9601,464
acc_0054,2024-09-20,1935,19,0,0.9557,541
acc_0054,2024-09-21,1540,27,0,0.9702,373
acc_0054,2024-09-22,1579,22,0,0.9743,554
acc_0054,2024-09-23,1328,37,0,0.9737,438
acc_0054,2024-09-24,2087,72,0,0.9669,524
acc_0054,2024-09-25,1298,15,0,0.9933,447
acc_0054,2024-09-26,1701,55,0,0.9626,557
acc_0054,2024-09-27,1378,41,0,0.9664,420
acc_0054,2024-09-28,2357,69,0,0.9845,329
acc_0054,2024-09-29,1589,29,0,0.9884,377
acc_0054,2024-09-30,1579,37,0,0.9592,499
acc_0054,2024-10-01,1761,22,0,0.9909,422
acc_0054,2024-10-02,1981,35,0,0.9975,480
acc_0054,2024-10-03,1942,60,0,0.9613,440
acc_0054,2024-10-04,1421,22,0,0.975,646
acc_0054,2024-10-05,1725,31,0,0.9794,527
acc_0054,2024-10-06,1642,30,0,0.987,459
acc_0054,2024-10-07,1532,15,0,0.9897,501
acc_0054,2024-10-08,2118,39,0,0.9835,563
acc_0054,2024-10-09,1397,49,0,0.9534,450
acc_0054,2024-10-10,1616,58,0,0.9725,334
acc_0054,2024-10-11,1912,21,0,0.9512,513
acc_0054,2024-10-12,1606,46,0,0.9628,349
acc_0054,2024-10-13,1333,32,0,0.9599,602
acc_0054,2024-10-14,2092,43,0,0.9605,383
acc_0054,2024-10-15,1651,46,0,0.9609,463
acc_0054,2024-10-16,1067,35,0,0.9768,392
acc_0054,2024-10-17,1364,35,0,0.9663,367
acc_0054,2024-10-18,1603,24,0,0.9929,465
acc_0054,2024-10-19,1752,59,0,0.9936,452
acc_0054,2024-10-20,1787,31,0,0.9661,409
acc_0054,2024-10-21,1671,39,0,0.9604,404
acc_0054,2024-10-22,1701,31,0,0.9508,589
acc_0054,2024-10-23,1796,54,0,0.9544,446
acc_0054,2024-10-24,1390,19,0,0.9541,435
acc_0054,2024-10-25,2061,34,0,0.9601,604
acc_0054,2024-10-26,1813,60,0,0.951,391
acc_0054,2024-10-27,1295,26,0,0.9538,407
acc_0054,2024-10-28,1607,53,0,0.9869,502
acc_0054,2024-10-29,2144,43,0,0.9841,405
acc_0054,2024-10-30,2153,58,0,0.9668,289
acc_0054,2024-10-31,1396,24,0,0.9564,545
acc_0054,2024-11-01,1170,35,0,0.9633,516
acc_0054,2024-11-02,1715,30,0,0.9793,483
acc_0054,2024-11-03,1880,27,0,0.976,447
acc_0054,2024-11-04,1729,20,0,0.9606,414
acc_0054,2024-11-05,1724,62,0,0.9819,618
acc_0054,2024-11-06,1710,20,0,0.9964,385
acc_0054,2024-11-07,1654,49,0,0.9615,433
acc_0054,2024-11-08,1682,46,0,0.9935,456
acc_0054,2024-11-09,1592,54,1,0.9776,345
acc_0054,2024-11-10,1705,59,0,0.9732,621
acc_0054,2024-11-11,1475,35,0,0.9929,252
acc_0054,2024-11-12,1469,14,0,0.9686,453
acc_0054,2024-11-13,1659,17,0,0.9853,362
acc_0054,2024-11-14,1506,36,0,0.9651,349
acc_0054,2024-11-15,1427,13,0,0.9703,424
acc_0055,2024-08-18,9915,258,0,0.9829,446
acc_0055,2024-08-19,13764,111,0,0.9633,368
acc_0055,2024-08-20,12234,219,0,0.9898,565
acc_0055,2024-08-21,13997,310,0,0.9746,502
acc_0055,2024-08-22,14904,199,0,0.9919,470
acc_0055,2024-08-23,15891,388,0,0.9815,603
acc_0055,2024-08-24,17283,265,0,0.979,347
acc_0055,2024-08-25,14261,169,0,0.9573,456
acc_0055,2024-08-26,15044,402,0,0.9837,542
acc_0055,2024-08-27,15237,202,0,0.9886,519
acc_0055,2024-08-28,12320,166,0,0.9817,466
acc_0055,2024-08-29,11245,98,0,0.9609,479
acc_0055,2024-08-30,14032,284,0,0.9901,380
acc_0055,2024-08-31,13948,119,0,0.9669,393
acc_0055,2024-09-01,13572,162,0,0.9941,383
acc_0055,2024-09-02,11283,312,0,0.9701,415
acc_0055,2024-09-03,11737,275,0,0.9532,447
acc_0055,2024-09-04,12831,234,0,0.9841,412
acc_0055,2024-09-05,11731,118,0,0.9916,605
acc_0055,2024-09-06,11810,316,0,0.9945,486
acc_0055,2024-09-07,12244,115,0,0.9783,440
acc_0055,2024-09-08,14598,115,0,0.995,470
acc_0055,2024-09-09,12722,324,0,0.9578,477
acc_0055,2024-09-10,13382,260,0,0.9774,421
acc_0055,2024-09-11,10858,279,0,0.9558,475
acc_0055,2024-09-12,12488,89,0,0.9722,423
acc_0055,2024-09-13,11026,295,0,0.9811,412
acc_0055,2024-09-14,12898,316,0,0.9595,518
acc_0055,2024-09-15,12962,200,0,0.9753,414
acc_0055,2024-09-16,10703,222,0,0.9607,464
acc_0055,2024-09-17,12040,112,0,0.9639,425
acc_0055,2024-09-18,15886,260,0,0.9762,457
acc_0055,2024-09-19,12929,284,0,0.9977,427
acc_0055,2024-09-20,9566,131,0,0.9531,399
acc_0055,2024-09-21,14904,362,0,0.993,457
acc_0055,2024-09-22,13069,262,0,0.9888,559
acc_0055,2024-09-23,11788,229,0,0.9896,495
acc_0055,2024-09-24,12344,264,0,0.9642,559
acc_0055,2024-09-25,10942,285,0,0.9897,475
acc_0055,2024-09-26,12663,124,0,0.9534,380
acc_0055,2024-09-27,11108,242,0,0.9536,558
acc_0055,2024-09-28,13959,251,0,0.9853,366
acc_0055,2024-09-29,11837,280,0,0.9969,332
acc_0055,2024-09-30,12501,131,0,0.9856,368
acc_0055,2024-10-01,13323,322,0,0.9847,394
acc_0055,2024-10-02,10867,82,0,0.9545,385
acc_0055,2024-10-03,13683,222,0,0.9843,540
acc_0055,2024-10-04,15593,289,0,0.9818,370
acc_0055,2024-10-05,15391,364,1,0.965,579
acc_0055,2024-10-06,12466,167,0,0.9676,361
acc_0055,2024-10-07,11454,309,0,0.9541,363
acc_0055,2024-10-08,9670,143,0,0.9834,571
acc_0055,2024-10-09,9241,101,0,0.9706,673
acc_0055,2024-10-10,14624,258,0,0.9905,453
acc_0055,2024-10-11,12716,293,0,0.9573,371
acc_0055,2024-10-12,15599,335,0,0.9934,506
acc_0055,2024-10-13,11259,305,0,0.9824,581
acc_0055,2024-10-14,11032,153,0,0.991,440
acc_0055,2024-10-15,17025,206,0,0.9757,462
acc_0055,2024-10-16,14776,222,0,0.9744,363
acc_0055,2024-10-17,14345,248,0,0.9728,407
acc_0055,2024-10-18,12250,210,0,0.9716,537
acc_0055,2024-10-19,13731,135,0,0.9641,417
acc_0055,2024-10-20,13486,113,0,0.9958,239
acc_0055,2024-10-21,9172,86,0,0.955,381
acc_0055,2024-10-22,12806,232,0,0.9616,292
acc_0055,2024-10-23,14339,113,0,0.9792,478
acc_0055,2024-10-24,12666,252,1,0.9505,351
acc_0055,2024-10-25,14392,125,0,0.9683,391
acc_0055,2024-10-26,11836,240,0,0.9565,331
acc_0055,2024-10-27,13006,359,0,0.9639,441
acc_0055,2024-10-28,11079,191,0,0.9538,422
acc_0055,2024-10-29,10711,223,1,0.9824,561
acc_0055,2024-10-30,12269,163,0,0.9549,297
acc_0055,2024-10-31,14886,186,0,0.9886,487
acc_0055,2024-11-01,12255,128,0,0.9871,484
acc_0055,2024-11-02,18353,308,0,0.9797,417
acc_0055,2024-11-03,15388,234,0,0.9613,328
acc_0055,2024-11-04,16960,163,0,0.9781,365
acc_0055,2024-11-05,12360,266,0,0.9916,539
acc_0055,2024-11-06,13807,118,0,0.9685,380
acc_0055,2024-11-07,11490,154,0,0.9935,436
acc_0055,2024-11-08,15336,409,0,0.9593,393
acc_0055,2024-11-09,11172,308,0,0.9889,389
acc_0055,2024-11-10,10045,202,0,0.9931,513
acc_0055,2024-11-11,13871,152,0,0.9658,525
acc_0055,2024-11-12,11866,265,0,0.9522,535
acc_0055,2024-11-13,12873,126,0,0.9866,564
acc_0055,2024-11-14,11671,143,0,0.9579,389
acc_0055,2024-11-15,12193,322,0,0.9793,542
acc_0056,2024-08-18,177,4,0,0.9617,324
acc_0056,2024-08-19,131,1,0,0.9544,465
acc_0056,2024-08-20,174,1,0,0.999,466
acc_0056,2024-08-21,256,3,0,0.9667,531
acc_0056,2024-08-22,187,1,0,0.9632,470
acc_0056,2024-08-23,159,3,0,0.9958,327
acc_0056,2024-08-24,195,3,0,0.9901,427
acc_0056,2024-08-25,166,3,0,0.9578,681
acc_0056,2024-08-26,182,2,0,0.9594,385
acc_0056,2024-08-27,180,4,0,0.9904,380
acc_0056,2024-08-28,197,3,0,0.9852,440
acc_0056,2024-08-29,186,3,1,0.9554,417
acc_0056,2024-08-30,206,4,0,0.9519,447
acc_0056,2024-08-31,190,2,0,0.9538,336
acc_0056,2024-09-01,202,1,0,0.9931,465
acc_0056,2024-09-02,169,1,0,0.9964,270
acc_0056,2024-09-03,212,2,0,0.9685,426
acc_0056,2024-09-04,157,4,0,0.957,412
acc_0056,2024-09-05,201,2,0,0.9588,413
acc_0056,2024-09-06,174,3,0,0.9619,496
acc_0056,2024-09-07,106,2,0,0.9671,481
acc_0056,2024-09-08,170,3,0,0.9886,336
acc_0056,2024-09-09,164,4,0,0.9807,688
acc_0056,2024-09-10,167,1,0,0.9648,549
acc_0056,2024-09-11,243,1,0,0.9949,249
acc_0056,2024-09-12,180,1,0,0.9944,390
acc_0056,2024-09-13,188,4,0,0.9505,575
acc_0056,2024-09-14,162,4,0,0.9853,453
acc_0056,2024-09-15,179,4,0,0.9709,484
acc_0056,2024-09-16,166,4,0,0.965,523
acc_0056,2024-09-17,157,1,0,0.9828,532
acc_0056,2024-09-18,204,2,0,0.9732,478
acc_0056,2024-09-19,218,5,0,0.9728,406
acc_0056,2024-09-20,172,1,0,0.991,409
acc_0056,2024-09-21,212,5,0,0.9909,456
acc_0056,2024-09-22,213,2,0,0.9817,522
acc_0056,2024-09-23,213,3,0,0.9823,428
acc_0056,2024-09-24,213,2,1,0.9611,381
acc_0056,2024-09-25,204,5,0,0.9937,307
acc_0056,2024-09-26,192,2,0,0.9685,428
acc_0056,2024-09-27,158,3,0,0.9584,487
acc_0056,2024-09-28,224,1,0,0.9587,403
acc_0056,2024-09-29,188,2,0,0.9805,365
acc_0056,2024-09-30,194,4,0,0.9639,503
acc_0056,2024-10-01,170,1,0,0.9904,458
acc_0056,2024-10-02,175,1,0,0.9766,412
acc_0056,2024-10-03,214,2,0,0.9776,533
acc_0056,2024-10-04,149,1,0,0.9503,537
acc_0056,2024-10-05,159,3,0,0.9872,573
acc_0056,2024-10-06,186,1,0,0.9984,481
acc_0056,2024-10-07,210,5,0,0.9769,488
acc_0056,2024-10-08,123,2,0,0.9908,475
acc_0056,2024-10-09,186,1,0,0.9676,369
acc_0056,2024-10-10,203,5,0,0.9552,367
acc_0056,2024-10-11,166,3,0,0.9766,461
acc_0056,2024-10-12,192,3,0,0.9513,459
acc_0056,2024-10-13,200,3,0,0.9852,522
acc_0056,2024-10-14,192,4,0,0.9633,386
acc_0056,2024-10-15,175,2,0,0.9694,610
acc_0056,2024-10-16,178,3,0,0.9889,439
acc_0056,2024-10-17,182,3,0,0.999,443
acc_0056,2024-10-18,203,1,0,0.9522,348
acc_0056,2024-10-19,184,1,0,0.9582,466
acc_0056,2024-10-20,162,1,0,0.9814,401
acc_0056,2024-10-21,195,3,0,0.9576,368
acc_0056,2024-10-22,177,2,0,0.9575,506
acc_0056,2024-10-23,160,3,0,0.9845,359
acc_0056,2024-10-24,189,4,0,0.9733,550
acc_0056,2024-10-25,200,3,0,0.9913,405
acc_0056,2024-10-26,186,4,0,0.9516,527
acc_0056,2024-10-27,204,4,0,0.9737,514
acc_0056,2024-10-28,182,1,0,0.9632,275
acc_0056,2024-10-29,222,6,0,0.9553,449
acc_0056,2024-10-30,175,2,0,0.9975,456
acc_0056,2024-10-31,183,4,0,0.9638,482
acc_0056,2024-11-01,175,4,0,0.9987,469
acc_0056,2024-11-02,236,4,0,0.9699,365
acc_0056,2024-11-03,157,1,0,0.9659,433
acc_0056,2024-11-04,218,4,0,0.968,546
